City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Shihezi,CN,2022-05-22 01:03:44,44.3,86.0333,77.81,24,100,5.68
281,Quelimane,MZ,2022-05-22 01:03:45,-17.8786,36.8883,70.7,86,60,7.72
282,Geraldton,AU,2022-05-22 01:03:45,-28.7667,114.6,59.41,88,40,12.66
283,Ossora,RU,2022-05-22 01:03:46,59.2353,163.0719,37.74,96,100,3.85
284,Kasaoka,JP,2022-05-22 01:03:46,34.5,133.5,75.88,59,0,8.52
285,Roald,NO,2022-05-22 01:03:47,62.5833,6.1333,51.33,93,100,6.91
286,Gravdal,NO,2022-05-22 01:03:47,68.1214,13.5031,45.72,87,100,5.44
287,Marzuq,YE,2022-05-22 01:03:48,14.4,46.4667,74.43,27,81,2.73
288,Lagoa,PT,2022-05-22 01:03:07,39.05,-27.9833,62.96,94,100,3.67
289,Abhar,IR,2022-05-22 01:03:48,36.1468,49.218,47.7,48,11,7.72
290,Pulaski,US,2022-05-22 01:03:49,34.7668,-92.3001,84.31,65,75,9.22
291,Kavaratti,IN,2022-05-22 01:03:50,10.5669,72.642,83.28,78,97,18.59
292,Manavalakurichi,IN,2022-05-22 01:03:50,8.1333,77.3,79.07,85,11,13.58
293,Muzhi,RU,2022-05-22 01:03:51,65.3667,64.6667,31.77,80,100,15.43
294,Uyemskiy,RU,2022-05-22 01:03:51,64.4743,40.8524,30.25,68,100,4.47
295,Daman,IN,2022-05-22 01:03:52,20.4167,72.85,82.98,73,100,14.41
296,Inhambane,MZ,2022-05-22 01:03:52,-23.865,35.3833,70.84,91,100,7.23
297,Kahului,US,2022-05-22 01:03:53,20.8947,-156.47,87.82,59,20,24.16
298,Westport,US,2022-05-22 01:01:25,41.1415,-73.3579,79.93,71,4,1.01
299,Alzamay,RU,2022-05-22 01:03:53,55.5562,98.6644,56.12,66,100,5.55
300,Sao Filipe,CV,2022-05-22 01:03:54,14.8961,-24.4956,72.1,80,41,6.96
301,Atar,MR,2022-05-22 01:03:54,20.5169,-13.0499,87.91,18,0,6.38
302,Padang,ID,2022-05-22 01:00:28,-0.9492,100.3543,77.05,80,69,1.48
303,Waterloo,CA,2022-05-22 01:02:37,43.4668,-80.5164,65.53,87,100,3.0
304,Am Timan,TD,2022-05-22 01:03:55,11.0297,20.2827,81.86,53,39,7.31
305,Yambio,SS,2022-05-22 01:03:56,4.5721,28.3955,66.24,98,100,3.02
306,Hobyo,SO,2022-05-22 01:03:56,5.3505,48.5268,79.75,78,73,23.53
307,Okhotsk,RU,2022-05-22 01:03:57,59.3833,143.3,34.02,99,100,8.12
308,Ca Mau,VN,2022-05-22 01:03:57,9.1769,105.15,81.14,84,100,5.68
309,Hofn,IS,2022-05-22 01:03:11,64.2539,-15.2082,46.83,85,100,14.41
310,Puquio,PE,2022-05-22 01:03:58,-14.7,-74.1333,47.71,62,100,2.06
311,Iquique,CL,2022-05-22 01:03:58,-20.2208,-70.1431,62.64,76,41,2.01
312,Mahibadhoo,MV,2022-05-22 01:03:59,3.7833,72.9667,82.72,78,88,11.99
313,Armidale,AU,2022-05-22 01:04:00,-30.5167,151.65,49.41,94,100,10.16
314,Mitsamiouli,KM,2022-05-22 01:04:00,-11.3847,43.2844,78.6,74,59,3.27
315,Edd,ER,2022-05-22 01:04:00,13.9297,41.6925,86.29,53,33,5.73
316,Eenhana,NA,2022-05-22 01:04:01,-17.4667,16.3333,47.25,25,0,7.47
317,Port Hardy,CA,2022-05-22 01:03:19,50.6996,-127.4199,56.35,62,5,8.57
318,Port Shepstone,ZA,2022-05-22 01:04:02,-30.7414,30.455,62.42,82,100,16.04
319,Meadow Lake,US,2022-05-22 01:04:02,34.8014,-106.5436,71.08,11,99,9.91
320,Hanzhong,CN,2022-05-22 01:05:03,33.0728,107.0303,67.5,80,79,2.06
321,Port Lincoln,AU,2022-05-22 01:05:03,-34.7333,135.8667,62.92,69,76,11.88
322,Iki-Burul,RU,2022-05-22 01:05:04,45.8208,44.6472,50.49,71,79,14.23
323,Los Llanos De Aridane,ES,2022-05-22 01:05:04,28.6585,-17.9182,65.95,80,75,13.8
324,Vila Franca Do Campo,PT,2022-05-22 01:05:05,37.7167,-25.4333,64.81,96,100,5.19
325,Vardo,NO,2022-05-22 01:03:09,70.3705,31.1107,39.18,87,100,16.11
326,Novobirilyussy,RU,2022-05-22 01:05:06,56.9514,90.6661,58.96,47,96,2.3
327,Decatur,US,2022-05-22 01:03:19,39.8403,-88.9548,59.99,100,100,8.05
328,North Branch,US,2022-05-22 01:00:22,45.5113,-92.9802,53.58,56,95,5.99
329,Flinders,AU,2022-05-22 01:05:07,-34.5833,150.8552,63.18,85,65,5.99
330,Bima,ID,2022-05-22 01:05:08,-8.4667,118.7167,82.71,72,54,2.91
331,Leningradskiy,RU,2022-05-22 01:05:08,69.3833,178.4167,33.93,97,100,11.21
332,Pulandian,CN,2022-05-22 01:05:09,39.3953,121.9669,77.18,39,2,1.05
333,San Patricio,US,2022-05-22 01:03:39,28.017,-97.5169,86.72,81,0,14.7
334,Lalmohan,BD,2022-05-22 01:05:09,22.3384,90.7419,85.24,81,94,13.11
335,Vertientes,CU,2022-05-22 01:05:10,21.2594,-78.1464,81.21,89,100,12.48
336,Maragogi,BR,2022-05-22 01:05:10,-9.0122,-35.2225,76.14,87,100,12.41
337,Reconquista,AR,2022-05-22 01:05:11,-29.15,-59.65,55.51,81,100,6.49
338,Pisco,PE,2022-05-22 01:05:11,-13.7,-76.2167,64.02,88,75,4.61
339,Waddan,LY,2022-05-22 01:05:12,29.1614,16.139,64.74,33,0,6.67
340,Upernavik,GL,2022-05-22 01:05:12,72.7868,-56.1549,30.65,83,100,4.45
341,Nisia Floresta,BR,2022-05-22 01:05:13,-6.0911,-35.2086,77.81,90,19,7.25
342,Mahebourg,MU,2022-05-22 01:05:13,-20.4081,57.7,71.26,75,11,12.68
343,Tacuarembo,UY,2022-05-22 01:00:26,-31.7333,-55.9833,50.86,86,100,3.02
344,Moranbah,AU,2022-05-22 01:05:14,-22.0016,148.0466,65.41,83,97,17.58
345,Rocha,UY,2022-05-22 01:05:15,-34.4833,-54.3333,49.78,87,2,4.81
346,Parana,AR,2022-05-22 01:01:06,-31.732,-60.5238,60.55,85,93,3.85
347,Ambilobe,MG,2022-05-22 01:05:15,-13.2,49.05,71.8,85,5,3.33
348,Alofi,NU,2022-05-22 01:05:16,-19.0595,-169.9187,79.03,74,35,7.54
349,Podstepki,RU,2022-05-22 01:05:16,53.5151,49.1355,39.38,78,75,5.79
350,Nome,US,2022-05-22 01:05:17,64.5011,-165.4064,64.47,32,0,12.66
351,Palana,RU,2022-05-22 01:05:17,59.1167,159.9667,39.38,85,100,2.24
352,Bjerkvik,NO,2022-05-22 01:05:18,68.5597,17.5189,42.62,87,43,5.48
353,Fernie,CA,2022-05-22 01:05:18,49.5,-115.0687,48.54,59,82,3.76
354,San Juan,AR,2022-05-22 01:05:19,-31.5375,-68.5364,57.04,29,96,1.81
355,Paciran,ID,2022-05-22 01:05:20,-6.8767,112.3761,82.51,77,39,10.65
356,Victoria,HK,2022-05-22 01:01:22,22.2855,114.1577,77.97,84,100,13.0
357,Jiuquan,CN,2022-05-22 01:05:20,39.7432,98.5174,69.3,21,0,1.34
358,Maksatikha,RU,2022-05-22 01:05:21,57.797,35.8825,29.82,94,6,5.28
359,Lufilufi,WS,2022-05-22 01:05:21,-13.8745,-171.5986,87.58,75,26,15.86
360,Sangar,RU,2022-05-22 01:05:22,63.9242,127.4739,48.79,67,77,8.28
361,Celestun,MX,2022-05-22 01:05:22,20.8667,-90.4,83.26,76,73,9.53
362,At-Bashi,KG,2022-05-22 01:05:23,41.1702,75.8106,48.2,65,61,2.06
363,Port Macquarie,AU,2022-05-22 01:06:23,-31.4333,152.9167,58.89,100,100,5.75
364,Weligama,LK,2022-05-22 01:06:24,5.9667,80.4167,79.9,85,61,11.14
365,Tromso,NO,2022-05-22 01:06:24,69.6496,18.957,45.37,81,100,2.3
366,Fuzhou,CN,2022-05-22 01:06:25,26.0614,119.3061,66.04,97,100,1.57
367,Port-Cartier,CA,2022-05-22 01:06:25,50.0334,-66.8654,46.62,99,95,1.16
368,Veraval,IN,2022-05-22 01:06:26,20.9,70.3667,83.95,72,92,20.47
369,Pangnirtung,CA,2022-05-22 01:06:26,66.1451,-65.7125,31.69,82,100,7.85
370,Ous,RU,2022-05-22 01:06:27,60.9058,61.5186,33.53,98,100,11.97
371,Batagay-Alyta,RU,2022-05-22 01:06:27,67.8006,130.4114,33.46,85,98,0.63
372,Riverton,US,2022-05-22 01:06:28,40.5219,-111.9391,64.15,16,0,11.5
373,Fort-Shevchenko,KZ,2022-05-22 01:06:28,44.5086,50.263,59.99,77,46,19.95
374,Sao Gabriel Da Cachoeira,BR,2022-05-22 01:06:28,-0.1303,-67.0892,69.84,100,100,0.98
375,Taoudenni,ML,2022-05-22 01:06:29,22.6783,-3.9836,89.82,9,0,14.7
376,Itamaraju,BR,2022-05-22 01:02:47,-17.0392,-39.5311,62.92,89,0,2.35
377,Hidalgo,MX,2022-05-22 01:06:29,20.5,-99.0,76.84,39,0,13.15
378,Olkhovka,RU,2022-05-22 01:06:30,53.2115,60.6069,38.46,80,85,9.06
379,Berdigestyakh,RU,2022-05-22 01:06:30,62.0989,126.6992,56.7,44,88,1.99
380,Umm Kaddadah,SD,2022-05-22 01:06:31,13.6017,26.6876,81.07,17,100,10.33
381,Paamiut,GL,2022-05-22 01:03:12,61.994,-49.6678,39.25,82,100,36.46
382,Kropotkin,RU,2022-05-22 01:06:31,45.4375,40.5756,49.84,69,19,9.71
383,Pacifica,US,2022-05-22 01:02:35,37.6138,-122.4869,74.48,70,20,21.85
384,Richards Bay,ZA,2022-05-22 01:06:32,-28.783,32.0377,62.6,85,100,18.25
385,Chumikan,RU,2022-05-22 01:06:32,54.7183,135.315,33.69,99,100,6.17
386,Kamenka,RU,2022-05-22 01:06:33,51.3223,42.7678,47.17,87,100,9.17
387,Mount Gambier,AU,2022-05-22 01:06:33,-37.8333,140.7667,57.09,60,2,5.06
388,Winnemucca,US,2022-05-22 01:06:34,40.973,-117.7357,68.05,10,0,9.22
389,Hami,CN,2022-05-22 01:06:34,42.8,93.45,80.8,19,7,6.76
390,Yilan,TW,2022-05-22 01:06:35,24.757,121.753,79.02,92,100,2.82
391,Iwanai,JP,2022-05-22 01:06:35,42.9744,140.5089,71.92,47,71,8.97
392,Esperance,AU,2022-05-22 01:06:36,-33.8667,121.9,65.84,64,47,16.87
393,Yerbogachen,RU,2022-05-22 01:06:36,61.2767,108.0108,57.6,63,85,1.92
394,Imuris,MX,2022-05-22 01:06:37,30.7833,-110.8667,83.64,20,0,16.87
395,Northam,GB,2022-05-22 01:06:37,51.0333,-4.2167,52.66,89,79,7.36
396,Zhob,PK,2022-05-22 01:06:38,31.3411,69.4481,70.12,21,0,1.83
397,Mitu,CO,2022-05-22 01:06:38,1.1983,-70.1733,70.97,99,100,2.21
398,Coahuayana,MX,2022-05-22 01:06:39,18.7333,-103.6833,79.05,72,43,5.06
399,Lasa,IT,2022-05-22 01:06:39,46.6166,10.7002,57.36,76,8,5.86
400,Mount Isa,AU,2022-05-22 01:06:40,-20.7333,139.5,74.97,53,91,13.8
401,Constitucion,CL,2022-05-22 01:06:40,-35.3333,-72.4167,53.58,71,100,6.04
402,Grand Gaube,MU,2022-05-22 01:06:41,-20.0064,57.6608,71.38,76,3,4.0
403,Pacific Grove,US,2022-05-22 01:04:00,36.6177,-121.9166,71.55,77,0,11.5
404,Kainantu,PG,2022-05-22 01:06:41,-6.2887,145.8655,75.11,57,42,4.27
405,Bam,IR,2022-05-22 01:06:42,29.106,58.357,77.45,21,0,22.32
406,Yulara,AU,2022-05-22 01:06:42,-25.2406,130.9889,62.26,37,1,10.54
407,Juneau,US,2022-05-22 01:06:43,58.3019,-134.4197,69.8,64,0,5.75
408,Miram Shah,PK,2022-05-22 01:06:43,33.0086,70.0697,74.68,17,0,8.28
409,Porto Novo,BJ,2022-05-22 01:06:44,6.4965,2.6036,76.5,89,100,5.21
410,Bambanglipuro,ID,2022-05-22 01:06:44,-7.95,110.2833,79.63,80,94,3.51
411,Marfino,RU,2022-05-22 01:06:45,55.7028,37.3822,43.05,52,0,15.66
412,Maldonado,UY,2022-05-22 01:04:16,-34.6667,-54.9167,55.22,88,0,4.83
413,Bignona,SN,2022-05-22 01:08:14,12.8103,-16.2264,75.63,72,96,8.46
414,Vila Velha,BR,2022-05-22 01:08:14,-20.3297,-40.2925,64.35,94,20,1.14
415,Marsh Harbour,BS,2022-05-22 01:08:15,26.5412,-77.0636,78.98,88,18,14.03
416,Saint-Augustin,CA,2022-05-22 01:08:15,51.226,-58.6502,46.87,81,100,16.73
417,Nelson Bay,AU,2022-05-22 01:08:15,-32.7167,152.15,64.11,95,100,1.99
418,Samarai,PG,2022-05-22 01:08:16,-10.6167,150.6667,82.78,75,95,7.85
419,Kaliua,TZ,2022-05-22 01:08:16,-5.0606,31.7936,64.9,78,100,2.37
420,Rivadavia,AR,2022-05-22 01:08:17,-33.1905,-68.4608,55.0,30,88,6.67
421,Avera,US,2022-05-22 01:08:17,33.194,-82.5271,78.85,83,100,9.73
422,Jishui,CN,2022-05-22 01:08:18,33.7333,115.4,80.78,37,100,8.68
423,Fonte Boa,BR,2022-05-22 01:08:18,-2.4959,-66.2662,72.0,99,100,1.74
424,Hambantota,LK,2022-05-22 01:08:19,6.1241,81.1185,77.34,100,20,6.91
425,Gizo,SB,2022-05-22 01:08:19,-8.103,156.8419,84.6,68,16,4.45
426,Derzhavinsk,KZ,2022-05-22 01:08:20,51.1,66.3167,44.06,81,91,18.63
427,Vanderhoof,CA,2022-05-22 01:08:20,54.0166,-124.0198,61.23,23,5,3.65
428,Kalyazin,RU,2022-05-22 01:08:21,57.2403,37.8433,28.02,94,5,7.58
429,Ekibastuz,KZ,2022-05-22 01:08:22,51.6667,75.3667,68.18,42,23,14.81
430,Svetlyy,RU,2022-05-22 01:08:22,54.675,20.1347,48.25,92,100,19.62
431,Porosozero,RU,2022-05-22 01:08:23,62.7191,32.727,28.26,73,87,4.18
432,Trinidad,BO,2022-05-22 01:06:42,-14.8333,-64.9,68.49,76,10,2.19
433,Altamira,BR,2022-05-22 01:08:24,-3.2033,-52.2064,71.91,98,93,0.38
434,Mujiayingzi,CN,2022-05-22 01:05:18,42.1167,118.7833,72.1,17,1,6.38
435,Tuatapere,NZ,2022-05-22 01:08:24,-46.1333,167.6833,47.26,79,100,16.04
436,Biak,ID,2022-05-22 01:06:04,-0.9131,122.8766,81.19,70,38,5.55
437,Barkhan,PK,2022-05-22 01:08:25,29.8977,69.5256,74.01,11,0,4.34
438,Prince Rupert,CA,2022-05-22 01:08:26,54.3161,-130.3201,59.2,48,1,3.36
439,Natal,BR,2022-05-22 01:04:05,-5.795,-35.2094,77.65,100,40,1.14
440,Hanmer Springs,NZ,2022-05-22 01:08:26,-42.5167,172.8167,51.53,64,36,13.94
441,Bontang,ID,2022-05-22 01:08:27,0.1333,117.5,75.96,94,100,4.54
442,Burgstadt,DE,2022-05-22 01:08:27,50.9167,12.8167,51.62,86,84,4.54
443,Paita,PE,2022-05-22 01:08:28,-5.0892,-81.1144,68.58,79,73,13.82
444,Sibolga,ID,2022-05-22 01:08:28,1.7427,98.7792,79.14,86,90,0.83
445,Naro Moru,KE,2022-05-22 01:08:29,-0.1676,37.0213,55.31,95,92,7.36
446,Peniche,PT,2022-05-22 01:08:29,39.3558,-9.3811,62.29,95,100,17.49
447,Rovaniemi,FI,2022-05-22 01:08:30,66.5,25.7167,47.61,66,0,6.91
448,Masallatah,LY,2022-05-22 01:08:30,32.6167,14.0,62.74,42,0,6.44
449,Nizwa,OM,2022-05-22 01:08:31,22.9333,57.5333,83.25,21,0,1.19
450,Talara,PE,2022-05-22 01:08:31,-4.5772,-81.2719,66.02,89,85,12.95
451,Yarqa,JO,2022-05-22 01:08:32,31.9785,35.6947,66.85,56,100,8.77
452,Ciudad Bolivar,VE,2022-05-22 01:08:32,8.1222,-63.5497,83.84,57,61,13.42
453,Bagdarin,RU,2022-05-22 01:08:33,54.4333,113.6,57.24,50,83,11.77
454,Tagusao,PH,2022-05-22 01:08:33,9.1924,117.8141,83.79,72,99,1.97
455,Slave Lake,CA,2022-05-22 01:08:34,55.2834,-114.769,51.39,31,99,3.51
456,Shuyskoye,RU,2022-05-22 01:08:34,59.3736,41.0305,24.85,84,38,4.92
457,Japura,ID,2022-05-22 01:08:35,-0.3167,102.35,77.31,94,94,1.63
458,Klaksvik,FO,2022-05-22 01:07:55,62.2266,-6.589,47.32,90,100,13.71
459,Rudbar,AF,2022-05-22 01:08:35,30.15,62.6,70.14,38,1,18.66
460,Viljoenskroon,ZA,2022-05-22 01:08:36,-27.2084,26.9485,48.58,86,75,7.29
461,Namibe,AO,2022-05-22 01:09:36,-15.1961,12.1522,68.05,62,81,3.8
462,Bandarbeyla,SO,2022-05-22 01:09:37,9.4942,50.8122,79.14,89,100,20.51
463,Voh,NC,2022-05-22 01:09:37,-20.9667,164.7,81.93,69,63,4.74
464,Russell,US,2022-05-22 01:04:43,32.3502,-85.1999,76.6,78,0,4.61
465,Puerto Escondido,MX,2022-05-22 01:09:38,15.85,-97.0667,81.43,69,40,6.91
466,Berlevag,NO,2022-05-22 01:09:39,70.8578,29.0864,39.15,87,100,8.05
467,Barra De Sao Francisco,BR,2022-05-22 01:08:20,-18.755,-40.8908,59.88,92,3,2.75
468,Uyuni,BO,2022-05-22 01:09:39,-20.4597,-66.825,40.64,20,97,9.44
469,Novocheremshansk,RU,2022-05-22 01:09:40,54.3571,50.1666,32.95,93,53,4.92
470,Kasur,PK,2022-05-22 01:09:40,31.1156,74.4467,80.71,38,0,4.09
471,Leh,IN,2022-05-22 01:09:41,34.1667,77.5833,43.18,57,9,3.27
472,Tungor,RU,2022-05-22 01:09:41,53.3808,142.9564,35.87,99,100,2.37
473,Viedma,AR,2022-05-22 01:09:42,-40.8135,-62.9967,53.73,45,99,12.8
474,Orlik,RU,2022-05-22 01:09:42,52.5178,99.825,56.82,42,13,4.18
475,Port Blair,IN,2022-05-22 01:09:43,11.6667,92.75,83.93,80,100,20.22
476,Marigot,MF,2022-05-22 01:09:43,18.0667,-63.0833,80.04,73,97,15.7
477,Takoradi,GH,2022-05-22 01:09:44,4.8845,-1.7554,75.45,93,100,4.88
478,Ewa Beach,US,2022-05-22 01:09:44,21.3156,-158.0072,85.95,61,75,14.97
479,Sindor,RU,2022-05-22 01:09:45,62.8629,51.8905,30.6,96,100,9.75
480,Eureka,US,2022-05-22 01:04:52,40.8021,-124.1637,59.2,76,36,8.01
481,Faya,SA,2022-05-22 01:09:45,18.3851,42.4509,64.92,12,76,6.26
482,Oktyabrskiy,RU,2022-05-22 01:09:46,54.4815,53.471,33.06,94,77,6.04
483,Okulovka,RU,2022-05-22 01:09:46,58.4008,33.2908,32.4,85,6,6.02
484,Erzin,TR,2022-05-22 01:09:47,36.9559,36.2,69.01,28,4,6.51
485,Gbarnga,LR,2022-05-22 01:09:47,6.9956,-9.4722,71.89,99,100,2.75
486,Ouesso,CG,2022-05-22 01:09:48,1.6136,16.0517,69.8,89,78,1.92
487,Resplendor,BR,2022-05-22 01:09:49,-19.3256,-41.2553,60.85,74,0,2.15
488,Praia Da Vitoria,PT,2022-05-22 01:09:49,38.7333,-27.0667,64.76,99,88,3.11
489,Axim,GH,2022-05-22 01:09:50,4.8699,-2.2405,75.31,94,100,3.51
490,Broome,US,2022-05-22 01:09:51,42.2506,-75.833,78.1,73,9,4.59
491,Tomatlan,MX,2022-05-22 01:09:51,19.9333,-105.25,80.19,60,0,6.62
492,Boende,CD,2022-05-22 01:09:52,-0.2167,20.8667,69.85,90,96,1.28
493,Goderich,CA,2022-05-22 01:09:52,43.7501,-81.7165,58.91,93,100,5.19
494,Karoi,ZW,2022-05-22 01:09:53,-16.8099,29.6925,60.75,79,44,4.29
495,Diego De Almagro,CL,2022-05-22 01:04:58,-26.3667,-70.05,57.43,47,0,0.04
496,Comodoro Rivadavia,AR,2022-05-22 01:09:53,-45.8667,-67.5,48.06,87,75,4.61
497,Sabang,ID,2022-05-22 01:09:54,5.8933,95.3214,83.17,79,51,21.94
498,Guerrero Negro,MX,2022-05-22 01:09:54,27.9769,-114.0611,64.9,69,78,15.35
499,Kilindoni,TZ,2022-05-22 01:09:55,-7.9139,39.6668,78.89,76,100,9.44
500,Manado,ID,2022-05-22 01:09:55,1.487,124.8455,86.77,70,20,3.44
501,Muscatine,US,2022-05-22 01:09:56,41.4667,-91.1335,62.76,48,0,8.05
502,Ilinskiy,RU,2022-05-22 01:09:56,55.619,38.1182,43.3,62,0,8.95
503,Christchurch,NZ,2022-05-22 01:09:57,-43.5333,172.6333,62.42,66,23,8.05
504,Nabire,ID,2022-05-22 01:09:57,-3.3667,135.4833,77.43,91,100,2.98
505,Plouzane,FR,2022-05-22 01:09:58,48.3833,-4.6167,53.92,93,0,8.05
506,Xuddur,SO,2022-05-22 01:09:58,4.1213,43.8894,71.22,87,62,12.17
507,Kutum,SD,2022-05-22 01:09:59,14.2,24.6667,75.04,18,35,11.68
508,Ishinomaki,JP,2022-05-22 01:10:59,38.4167,141.3,57.29,93,100,6.62
509,Bandar,ID,2022-05-22 01:11:00,2.05,99.75,78.85,84,78,1.28
510,George Town,MY,2022-05-22 01:11:00,5.4112,100.3354,85.95,74,20,1.14
511,Lere,NG,2022-05-22 01:11:02,10.387,8.5726,74.91,76,100,4.54
512,Boa Vista,BR,2022-05-22 01:11:02,2.8197,-60.6733,75.18,88,75,0.0
513,Mnogovershinnyy,RU,2022-05-22 01:11:03,53.9353,139.9242,32.18,94,100,6.67
514,Cherusti,RU,2022-05-22 01:11:03,55.5498,40.0107,36.91,76,76,6.51
515,Oshnaviyeh,IR,2022-05-22 01:11:04,37.0397,45.0983,48.25,49,100,2.68
516,Itaituba,BR,2022-05-22 01:11:04,-4.2761,-55.9836,72.34,96,94,0.85
517,Nerchinskiy Zavod,RU,2022-05-22 01:11:05,51.3088,119.61,65.03,26,100,19.17
518,Dachau,DE,2022-05-22 01:11:05,48.26,11.434,53.55,82,0,2.28
519,Alikovo,RU,2022-05-22 01:11:06,55.7383,46.7549,29.12,94,17,4.59
520,San Ignacio,BZ,2022-05-22 01:11:06,17.1561,-89.0714,91.54,55,20,6.91
521,Pocone,BR,2022-05-22 01:11:07,-16.2567,-56.6228,65.84,39,10,3.18
522,Atasu,KZ,2022-05-22 01:11:07,48.6814,71.6433,51.48,75,100,17.69
523,Juegang,CN,2022-05-22 01:11:08,32.3174,121.1855,77.95,55,100,6.8
524,Bagnols-Sur-Ceze,FR,2022-05-22 01:11:08,44.1599,4.6178,67.64,85,0,1.14
525,Belomorsk,RU,2022-05-22 01:11:09,64.5232,34.7668,30.43,76,47,4.52
526,Kushiro,JP,2022-05-22 01:11:09,42.975,144.3747,58.15,88,75,1.14
527,Thinadhoo,MV,2022-05-22 01:11:10,0.5333,72.9333,82.85,73,100,11.12
528,Fairbanks,US,2022-05-22 01:10:02,64.8378,-147.7164,76.6,26,75,6.91
529,Gushikawa,JP,2022-05-22 01:11:11,26.3544,127.8686,78.39,65,0,13.8
530,Sambava,MG,2022-05-22 01:11:11,-14.2667,50.1667,75.43,88,100,9.13
531,Mamlyutka,KZ,2022-05-22 01:11:12,54.9375,68.5394,48.58,75,100,13.11
532,Cessnock,AU,2022-05-22 01:08:14,-32.8333,151.35,62.1,89,100,5.73
533,Baracoa,CU,2022-05-22 01:11:13,20.3467,-74.4958,79.16,85,100,10.36
534,Novaya Igirma,RU,2022-05-22 01:11:13,57.1334,103.9112,55.0,57,100,5.03
535,Tuy Hoa,VN,2022-05-22 01:11:14,13.0833,109.3,82.13,78,100,7.99
536,Senneterre,CA,2022-05-22 01:11:14,48.3835,-77.2328,50.13,78,100,5.77
537,Dongning,CN,2022-05-22 01:11:15,44.0622,131.1207,67.64,44,96,10.4
538,Andenes,NO,2022-05-22 01:11:15,69.3143,16.1194,44.58,93,75,3.44
539,Quatre Cocos,MU,2022-05-22 01:11:16,-20.2078,57.7625,71.1,74,18,12.17
540,Buchanan,LR,2022-05-22 01:11:16,5.8808,-10.0467,76.15,89,100,6.11
541,Carepa,CO,2022-05-22 01:11:05,7.7585,-76.6525,76.57,96,50,2.37
542,Pachperwa,IN,2022-05-22 01:11:17,27.5167,82.65,81.41,59,83,17.22
543,Midland,US,2022-05-22 01:11:11,31.9974,-102.0779,80.13,24,0,16.11
544,Kununurra,AU,2022-05-22 01:11:18,-15.7667,128.7333,82.38,28,5,9.22
545,Ranong,TH,2022-05-22 01:11:18,9.9658,98.6348,82.02,85,100,16.08
546,Nara,JP,2022-05-22 01:11:19,34.6851,135.8049,72.7,43,30,6.62
547,Ahuimanu,US,2022-05-22 01:11:19,21.4447,-157.8378,85.71,66,0,11.5
548,Constantine,DZ,2022-05-22 01:11:20,36.365,6.6147,62.01,39,0,1.14
549,Rawah,IQ,2022-05-22 01:11:21,34.4816,41.9093,74.48,10,100,3.11
550,Qadian,IN,2022-05-22 01:11:21,31.8178,75.3919,80.08,36,0,6.49
551,Yurimaguas,PE,2022-05-22 01:11:22,-5.9,-76.0833,74.8,77,10,2.57
552,Oeiras Do Para,BR,2022-05-22 01:11:22,-2.0031,-49.8544,70.39,97,100,2.19
553,Kampot,KH,2022-05-22 01:11:23,10.6167,104.1833,84.25,74,100,11.39
554,Ewo,CG,2022-05-22 01:11:23,-0.8725,14.8206,72.41,89,100,4.14
555,Ugoofaaru,MV,2022-05-22 01:11:24,5.6667,73.0,82.67,78,23,15.01
556,Invermere,CA,2022-05-22 01:11:19,50.5167,-116.0354,57.36,24,95,3.42
557,Pavlodar,KZ,2022-05-22 01:12:25,52.3,76.95,64.2,45,0,8.95
558,Chicama,PE,2022-05-22 01:12:25,-7.8447,-79.1469,61.34,82,14,6.91
559,Husavik,IS,2022-05-22 01:12:26,66.0449,-17.3389,39.7,98,100,11.01
560,Akyab,MM,2022-05-22 01:12:26,20.15,92.9,83.64,77,42,0.74
